ward_no,Areaname,latitude,longitude
35,Douglas,41.932069855,-87.712364501
35,Douglas,41.939211601,-87.717698178
35,Douglas,41.925114077,-87.700952275
35,Douglas,,
35,Douglas,41.924488265,-87.699933231
35,Douglas,41.930838072,-87.696401213
35,Douglas,41.93202555,-87.708245176
35,Douglas,41.91110723,-87.701895126
35,Douglas,41.933523233,-87.714709854
35,Douglas,41.916500858,-87.708639192
35,Douglas,41.926296467,-87.702880861
35,Douglas,41.929796414,-87.708597684
35,Douglas,41.911271167,-87.700269655
35,Douglas,41.927259128,-87.707292164
35,Douglas,41.929341754,-87.701237588
35,Douglas,41.932814288,-87.718623354
35,Douglas,41.921645266,-87.701431139
35,Douglas,41.931291627,-87.711052714
35,Douglas,41.923666521,-87.719413017
35,Douglas,41.936185358,-87.717304624
35,Douglas,41.931250854,-87.697598839
35,Douglas,41.936777133,-87.716100766
35,Douglas,41.926296467,-87.702880861
35,Douglas,41.928481955,-87.69562353
35,Douglas,41.916035443,-87.711876986
35,Douglas,41.912652493,-87.701942353
35,Douglas,41.927236205,-87.718283704
35,Douglas,41.932484964,-87.713007292
35,Douglas,41.929089819,-87.710879344
35,Douglas,41.931918908,-87.716434262
35,Douglas,41.921818326,-87.720191353
35,Douglas,41.923003976,-87.697511683
35,Douglas,41.921021491,-87.69730355
35,Douglas,41.916071666,-87.706927548
35,Douglas,41.932095135,-87.697924887
35,Douglas,41.919255128,-87.704445631
35,Douglas,41.934699905,-87.716639002
36,Oakland,41.93837878,-87.781680875
36,Oakland,41.941875703,-87.814216929
36,Oakland,41.92180613,-87.793754717
36,Oakland,41.935383722,-87.789501932
36,Oakland,41.939319274,-87.779809293
36,Oakland,41.94639734,-87.799667783
36,Oakland,41.935370832,-87.800211776
36,Oakland,41.937078968,-87.785893021
36,Oakland,41.926287021,-87.785547998
36,Oakland,41.933287913,-87.794323156
36,Oakland,41.936817231,-87.812813541
36,Oakland,41.924147072,-87.804395081
36,Oakland,41.930966504,-87.78739692
36,Oakland,41.933471541,-87.793105132
36,Oakland,41.952141473,-87.832672888
36,Oakland,41.918724011,-87.80608596
36,Oakland,41.933288594,-87.785767403
36,Oakland,41.94296027,-87.781968522
36,Oakland,41.923672617,-87.786301606
36,Oakland,41.935262024,-87.798058978
36,Oakland,41.935262024,-87.798058978
36,Oakland,41.94594016,-87.808240064
36,Oakland,41.93843434,-87.777269863
36,Oakland,41.939045624,-87.789735454
36,Oakland,41.938578988,-87.809186242
36,Oakland,41.913628687,-87.797350659
36,Oakland,41.937674564,-87.785913655
36,Oakland,41.942770267,-87.792214317
36,Oakland,41.926181792,-87.792876332
36,Oakland,41.944403102,-87.806977178
36,Oakland,41.93843434,-87.777269863
36,Oakland,41.949371155,-87.81080354
36,Oakland,41.942273029,-87.80566043
36,Oakland,41.940733257,-87.80560329
36,Oakland,41.937050386,-87.810374877
36,Oakland,41.913157898,-87.805911332
36,Oakland,41.945994466,-87.803335995
36,Oakland,41.935953654,-87.785854866
36,Oakland,41.909692413,-87.786652432
36,Oakland,41.952085147,-87.834864363
36,Oakland,41.920948948,-87.786585756
36,Oakland,41.937625043,-87.832790123
36,Oakland,41.926287021,-87.785547998
36,Oakland,41.938290021,-87.787801241
36,Oakland,41.952612051,-87.813821014
36,Oakland,41.915370126,-87.79009807
36,Oakland,41.938719379,-87.816547044
36,Oakland,41.916676031,-87.785979244
36,Oakland,41.924283675,-87.798929773
36,Oakland,41.937517082,-87.838270981
36,Oakland,41.947312905,-87.814415433
36,Oakland,41.94510894,-87.814944246
36,Oakland,41.925351589,-87.803161459
36,Oakland,41.925351385,-87.803117364
36,Oakland,41.937078968,-87.785893021
36,Oakland,41.937078968,-87.785893021
36,Oakland,41.92284548,-87.798882982
36,Oakland,41.930946496,-87.788962647
36,Oakland,41.909098035,-87.789199746
36,Oakland,41.911406617,-87.804022672
36,Oakland,41.909639853,-87.79235828
36,Oakland,41.948079335,-87.796091711
36,Oakland,,
36,Oakland,41.918798119,-87.806089024
36,Oakland,,
36,Oakland,41.951594186,-87.809645761
36,Oakland,41.921849462,-87.800684446
36,Oakland,41.945401637,-87.836456609
36,Oakland,41.935371328,-87.795610335
36,Oakland,41.940546967,-87.789788863
36,Oakland,41.927248398,-87.79443647
36,Oakland,41.945233808,-87.808602417
36,Oakland,,
36,Oakland,41.930946496,-87.788962647
36,Oakland,41.934538384,-87.794716902
36,Oakland,41.93845555,-87.79204497
36,Oakland,41.938309072,-87.786613912
36,Oakland,41.937976095,-87.812385119
36,Oakland,41.929954686,-87.802788923
36,Oakland,41.938875988,-87.794500304
36,Oakland,41.938021835,-87.804978771
36,Oakland,41.942861132,-87.793444908
36,Oakland,41.945710174,-87.782580752
36,Oakland,41.949769429,-87.812090598
36,Oakland,41.945682069,-87.832785919
36,Oakland,41.946259774,-87.797235488
36,Oakland,41.923637978,-87.789987521
36,Oakland,41.940202025,-87.782477456
36,Oakland,41.939351317,-87.777353784
36,Oakland,41.938338127,-87.78465098
36,Oakland,41.949324105,-87.834150659
36,Oakland,41.937086076,-87.81037826
36,Oakland,41.919458612,-87.798778967
36,Oakland,41.942133665,-87.813005545
36,Oakland,41.945643679,-87.807018436
36,Oakland,41.936863969,-87.816477491
36,Oakland,41.938710223,-87.804293128
36,Oakland,41.919373857,-87.787760296
36,Oakland,41.913316396,-87.800417391
36,Oakland,41.939263792,-87.784257118
36,Oakland,41.937674564,-87.785913655
36,Oakland,41.937078968,-87.785893021
36,Oakland,,
36,Oakland,41.939263792,-87.784257118
36,Oakland,41.923672617,-87.786301606
36,Oakland,41.940263055,-87.777489211
36,Oakland,41.909023481,-87.794924093
36,Oakland,41.931867514,-87.788164676
36,Oakland,41.923672617,-87.786301606
36,Oakland,41.937674564,-87.785913655
36,Oakland,41.936910576,-87.793215773
36,Oakland,41.947746095,-87.807093042
36,Oakland,41.920306989,-87.800638484
36,Oakland,41.920222593,-87.806136089
36,Oakland,,
36,Oakland,41.936820751,-87.796884532
36,Oakland,41.929796971,-87.795432981
36,Oakland,41.915327025,-87.793761532
36,Oakland,41.942322638,-87.806902398
36,Oakland,41.937078968,-87.785893021
36,Oakland,41.930946496,-87.788962647
36,Oakland,41.937971407,-87.836084267
36,Oakland,41.932828931,-87.786054319
36,Oakland,41.937078968,-87.785893021
36,Oakland,41.913541176,-87.798593209
36,Oakland,41.935428755,-87.783400598
36,Oakland,,
36,Oakland,41.933713075,-87.79311412
36,Oakland,41.930861639,-87.797173341
36,Oakland,41.952675102,-87.835484732
36,Oakland,,
36,Oakland,41.909307068,-87.80576669
36,Oakland,41.93277883,-87.789950375
36,Oakland,41.926246968,-87.805112685
36,Oakland,,
36,Oakland,41.949140696,-87.829229843
36,Oakland,41.937952953,-87.815763017
36,Oakland,41.96302394,-87.838114023
36,Oakland,41.938593119,-87.820212493
36,Oakland,41.935428755,-87.783400598
36,Oakland,41.915285596,-87.7925384
36,Oakland,41.937007208,-87.803947018
36,Oakland,41.94204267,-87.782325614
36,Oakland,41.93876569,-87.789730481
36,Oakland,41.945660578,-87.81313493
36,Oakland,41.933571113,-87.796783133
36,Oakland,41.917311959,-87.785249987
36,Oakland,41.943849143,-87.814292815
36,Oakland,41.942205064,-87.81422896
36,Oakland,41.913540394,-87.786770231
36,Oakland,41.922823527,-87.798883165
36,Oakland,41.948168079,-87.802189458
36,Oakland,41.948077506,-87.802186533
36,Oakland,41.947847151,-87.803408873
36,Oakland,41.934585328,-87.791280173
36,Oakland,41.923672617,-87.786301606
36,Oakland,41.93092578,-87.79212701
36,Oakland,41.96302394,-87.838114023
36,Oakland,41.951050513,-87.834218065
36,Oakland,41.94587698,-87.807027545
37,Fuller Park,41.910469677,-87.751597381
37,Fuller Park,41.90938466,-87.765089988
37,Fuller Park,41.899228723,-87.752030004
37,Fuller Park,41.894898468,-87.759701652
37,Fuller Park,41.899010802,-87.759444459
37,Fuller Park,,
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.90971226,-87.73926766
37,Fuller Park,41.891569089,-87.763437251
37,Fuller Park,41.908791349,-87.736315164
37,Fuller Park,41.898629454,-87.751286114
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.903880996,-87.728797261
37,Fuller Park,41.909407737,-87.76310227
37,Fuller Park,41.909421431,-87.761992667
37,Fuller Park,41.913662133,-87.764376028
37,Fuller Park,41.902259195,-87.754911824
37,Fuller Park,41.906755198,-87.763331599
37,Fuller Park,41.906755198,-87.763331599
37,Fuller Park,41.897972585,-87.763674171
37,Fuller Park,41.903481942,-87.732239361
37,Fuller Park,41.899377644,-87.758170246
37,Fuller Park,41.916994219,-87.756244795
37,Fuller Park,41.910370817,-87.739786911
37,Fuller Park,41.89891393,-87.732458514
37,Fuller Park,41.910316274,-87.764247767
37,Fuller Park,41.904865315,-87.764619446
37,Fuller Park,41.910029055,-87.7655435
37,Fuller Park,41.898922677,-87.732032344
37,Fuller Park,,
37,Fuller Park,41.904635187,-87.759732055
37,Fuller Park,41.912236049,-87.741749883
37,Fuller Park,41.903894736,-87.728800805
37,Fuller Park,41.903226974,-87.749304794
37,Fuller Park,41.921086033,-87.769535146
37,Fuller Park,41.909892121,-87.755695243
37,Fuller Park,41.895926343,-87.749117876
37,Fuller Park,,
37,Fuller Park,41.9136396,-87.76315278
37,Fuller Park,41.901312537,-87.753300437
37,Fuller Park,41.911631909,-87.765588078
37,Fuller Park,41.89864619,-87.749177569
37,Fuller Park,41.904931589,-87.759736749
37,Fuller Park,41.91176432,-87.761854209
37,Fuller Park,41.902243139,-87.756083772
37,Fuller Park,41.91176432,-87.761854209
37,Fuller Park,41.900356717,-87.76189349
37,Fuller Park,41.909634221,-87.745433001
37,Fuller Park,41.89592582,-87.749015037
37,Fuller Park,41.895816556,-87.755623755
37,Fuller Park,41.897712707,-87.749630522
37,Fuller Park,41.89976948,-87.728674421
37,Fuller Park,41.916994219,-87.756244795
37,Fuller Park,41.893982855,-87.762097225
37,Fuller Park,41.904158267,-87.747345691
37,Fuller Park,41.902972829,-87.748436512
37,Fuller Park,41.903497299,-87.758280212
37,Fuller Park,41.911386693,-87.751684576
37,Fuller Park,,
37,Fuller Park,,
37,Fuller Park,41.909384624,-87.765082641
37,Fuller Park,41.910363922,-87.760584533
37,Fuller Park,41.900711356,-87.734550124
37,Fuller Park,41.894898559,-87.759720016
37,Fuller Park,41.922500967,-87.773237639
37,Fuller Park,41.890799173,-87.750556555
37,Fuller Park,41.900348864,-87.762521688
37,Fuller Park,41.894976003,-87.749493832
37,Fuller Park,41.908496956,-87.7436029
37,Fuller Park,41.893129194,-87.749506978
37,Fuller Park,41.899021903,-87.765541841
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.898351661,-87.733565727
37,Fuller Park,41.913969279,-87.758274396
37,Fuller Park,41.901660299,-87.732340933
37,Fuller Park,41.890447778,-87.748910711
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.894898559,-87.759720016
37,Fuller Park,41.909509901,-87.754996996
37,Fuller Park,41.90690686,-87.746049479
37,Fuller Park,41.906812044,-87.757126335
37,Fuller Park,41.895929086,-87.734730698
37,Fuller Park,41.909740492,-87.737301918
37,Fuller Park,41.911748467,-87.763081437
37,Fuller Park,41.904419476,-87.729956677
37,Fuller Park,41.910277293,-87.763028402
37,Fuller Park,41.912129637,-87.756979315
37,Fuller Park,41.902832842,-87.748430443
37,Fuller Park,41.906738733,-87.763331745
37,Fuller Park,41.894947998,-87.754805169
37,Fuller Park,41.910158059,-87.760575352
37,Fuller Park,41.893934284,-87.760610138
37,Fuller Park,41.90528152,-87.732641264
37,Fuller Park,41.899880942,-87.74591918
37,Fuller Park,41.910158059,-87.760575352
37,Fuller Park,41.909614875,-87.747016581
37,Fuller Park,41.90938466,-87.765089988
37,Fuller Park,41.895239896,-87.745814792
37,Fuller Park,41.904042349,-87.75752226
37,Fuller Park,41.910856668,-87.752692351
37,Fuller Park,41.900451583,-87.752360526
37,Fuller Park,41.910578074,-87.740596911
37,Fuller Park,41.91769377,-87.760033995
37,Fuller Park,41.907087669,-87.730107888
37,Fuller Park,41.904106697,-87.75177637
37,Fuller Park,41.908355937,-87.746072935
37,Fuller Park,41.891105848,-87.764098787
37,Fuller Park,41.889996798,-87.761813218
37,Fuller Park,41.895239896,-87.745814792
37,Fuller Park,,
37,Fuller Park,41.911709438,-87.761854699
37,Fuller Park,41.913275608,-87.747001448
37,Fuller Park,41.904525404,-87.759729364
37,Fuller Park,41.90820154,-87.758403311
37,Fuller Park,41.902603223,-87.730561519
37,Fuller Park,41.906770999,-87.762093446
37,Fuller Park,41.897965794,-87.734296616
37,Fuller Park,41.90971226,-87.73926766
37,Fuller Park,41.903251286,-87.747074804
37,Fuller Park,41.90075729,-87.731787389
37,Fuller Park,41.908153686,-87.735068372
37,Fuller Park,41.89526909,-87.731317331
37,Fuller Park,41.890300993,-87.763386087
37,Fuller Park,41.909453101,-87.7595383
37,Fuller Park,41.89499875,-87.746419366
37,Fuller Park,41.903481942,-87.732239361
37,Fuller Park,41.894023962,-87.749535559
37,Fuller Park,41.893710897,-87.759289898
37,Fuller Park,41.906144688,-87.735553675
37,Fuller Park,41.90323797,-87.731242478
37,Fuller Park,41.901370624,-87.729955995
37,Fuller Park,41.90035227,-87.762102906
37,Fuller Park,41.898883465,-87.748348943
37,Fuller Park,41.908178067,-87.755912749
37,Fuller Park,41.900939282,-87.753292795
37,Fuller Park,41.921292775,-87.759748242
37,Fuller Park,41.897397427,-87.75566093
37,Fuller Park,41.904160243,-87.747195061
37,Fuller Park,41.888912004,-87.758899496
37,Fuller Park,41.917872286,-87.758415722
37,Fuller Park,41.903197028,-87.752056458
37,Fuller Park,41.922660338,-87.756101877
37,Fuller Park,41.900106313,-87.731150681
37,Fuller Park,41.897265691,-87.755658445
37,Fuller Park,41.901662774,-87.732289483
37,Fuller Park,41.905319715,-87.729981263
37,Fuller Park,41.898914865,-87.745898649
37,Fuller Park,41.902285134,-87.752439413
37,Fuller Park,41.921224493,-87.765888868
37,Fuller Park,41.900355967,-87.761742894
37,Fuller Park,41.904506196,-87.759729536
37,Fuller Park,41.905120682,-87.765759648
37,Fuller Park,,
37,Fuller Park,41.903987456,-87.762467238
37,Fuller Park,41.909578938,-87.749658362
37,Fuller Park,41.910237571,-87.765534304
37,Fuller Park,41.919082677,-87.758452624
37,Fuller Park,41.89976948,-87.728674421
37,Fuller Park,41.915863111,-87.752882119
37,Fuller Park,41.896701932,-87.762003207
37,Fuller Park,41.903987164,-87.762408466
37,Fuller Park,41.89134772,-87.749416692
37,Fuller Park,41.910490112,-87.750215832
37,Fuller Park,41.897712334,-87.749557063
37,Fuller Park,41.92259337,-87.770807964
37,Fuller Park,41.898005568,-87.731930754
37,Fuller Park,41.898602464,-87.753545351
37,Fuller Park,41.898660949,-87.747226987
37,Fuller Park,41.889533559,-87.749374451
37,Fuller Park,41.896784265,-87.751618752
37,Fuller Park,41.899500466,-87.756942292
37,Fuller Park,41.905790098,-87.762954459
37,Fuller Park,41.921145069,-87.773187031
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.917078812,-87.756695962
37,Fuller Park,41.894976003,-87.749493832
37,Fuller Park,41.910469919,-87.751645139
37,Fuller Park,41.902605543,-87.730480683
37,Fuller Park,41.902158376,-87.764393679
37,Fuller Park,41.92224127,-87.758997496
37,Fuller Park,41.891349455,-87.749218348
37,Fuller Park,41.899398877,-87.752032134
37,Fuller Park,41.904550887,-87.736196711
37,Fuller Park,41.898662812,-87.747054331
37,Fuller Park,41.898842522,-87.736657616
37,Fuller Park,41.898664919,-87.746929424
37,Fuller Park,41.904305497,-87.765730133
37,Fuller Park,41.918742744,-87.76569407
37,Fuller Park,41.90621067,-87.731897836
37,Fuller Park,41.90971226,-87.73926766
37,Fuller Park,41.898662812,-87.747054331
37,Fuller Park,41.911645978,-87.749242749
37,Fuller Park,41.909498816,-87.756066167
37,Fuller Park,41.903418965,-87.765701251
37,Fuller Park,41.902605697,-87.730510068
37,Fuller Park,41.909407901,-87.763135333
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.900348864,-87.762521688
37,Fuller Park,41.90126044,-87.75821947
37,Fuller Park,41.909644196,-87.744701825
37,Fuller Park,41.898049439,-87.763677161
37,Fuller Park,41.901361235,-87.752076782
37,Fuller Park,41.892064256,-87.762022501
37,Fuller Park,41.897986324,-87.763677722
37,Fuller Park,41.909636288,-87.745300725
37,Fuller Park,41.902579875,-87.73186579
37,Fuller Park,41.898357952,-87.731097317
37,Fuller Park,41.897737769,-87.746471422
37,Fuller Park,41.920898386,-87.767093298
37,Fuller Park,41.900665603,-87.737360606
37,Fuller Park,41.905320236,-87.730080443
37,Fuller Park,41.898662812,-87.747054331
37,Fuller Park,41.906765676,-87.732550205
37,Fuller Park,41.90816095,-87.733830266
37,Fuller Park,41.908173517,-87.762136048
37,Fuller Park,41.902060519,-87.73120946
37,Fuller Park,41.904348502,-87.73474757
37,Fuller Park,41.909509901,-87.754996996
37,Fuller Park,,
37,Fuller Park,41.899003858,-87.72711687
37,Fuller Park,41.891935499,-87.750597645
37,Fuller Park,41.902726056,-87.758257745
37,Fuller Park,41.891556717,-87.750582724
37,Fuller Park,41.899334399,-87.754479069
37,Fuller Park,41.915025163,-87.759242228
37,Fuller Park,41.90215894,-87.764507548
37,Fuller Park,41.90690686,-87.746049479
37,Fuller Park,41.893134231,-87.748878876
37,Fuller Park,,
37,Fuller Park,41.921310094,-87.76710803
37,Fuller Park,41.920439503,-87.757591657
37,Fuller Park,41.923524584,-87.765975051
37,Fuller Park,41.899930599,-87.750818818
37,Fuller Park,41.921997022,-87.776262485
37,Fuller Park,41.89931519,-87.754479243
37,Fuller Park,41.893623014,-87.765347251
37,Fuller Park,41.913553315,-87.76070298
37,Fuller Park,41.899559421,-87.749599012
37,Fuller Park,41.893884048,-87.762094433
37,Fuller Park,41.919993243,-87.75725395
37,Fuller Park,41.903526929,-87.729829164
37,Fuller Park,41.909384533,-87.765064273
37,Fuller Park,41.909450651,-87.759597103
37,Fuller Park,,
37,Fuller Park,41.903446175,-87.734322533
37,Fuller Park,41.907589272,-87.763849514
37,Fuller Park,41.905074356,-87.746712814
37,Fuller Park,41.890300993,-87.763386087
37,Fuller Park,41.920434991,-87.757786441
37,Fuller Park,41.894862991,-87.764153577
37,Fuller Park,41.912262527,-87.754483514
37,Fuller Park,41.907620158,-87.76122991
37,Fuller Park,41.912160756,-87.764319557
37,Fuller Park,41.902579875,-87.73186579
37,Fuller Park,41.901254911,-87.753300958
37,Fuller Park,41.890203035,-87.765215951
37,Fuller Park,41.902754811,-87.755785292
37,Fuller Park,41.898043112,-87.760749736
37,Fuller Park,,
37,Fuller Park,41.898871535,-87.734850146
37,Fuller Park,41.90258026,-87.731939254
37,Fuller Park,41.901312537,-87.753300437
37,Fuller Park,41.906600114,-87.760842267
37,Fuller Park,,
37,Fuller Park,41.920434991,-87.757786441
37,Fuller Park,41.917872286,-87.758415722
37,Fuller Park,41.903803352,-87.731255534
37,Fuller Park,41.91131438,-87.757482624
37,Fuller Park,41.92110549,-87.758515305
37,Fuller Park,41.897765897,-87.72861986
37,Fuller Park,41.891661031,-87.750589121
37,Fuller Park,41.901920531,-87.731203429
37,Fuller Park,,
37,Fuller Park,41.912081245,-87.744734543
37,Fuller Park,41.906214695,-87.731618605
37,Fuller Park,41.900635194,-87.739436288
37,Fuller Park,41.895231929,-87.750714598
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.9066185,-87.754655732
37,Fuller Park,41.89850835,-87.764356289
37,Fuller Park,41.893976205,-87.758016701
37,Fuller Park,41.909579572,-87.749783265
37,Fuller Park,41.892935505,-87.763946647
37,Fuller Park,41.897466725,-87.756890792
37,Fuller Park,41.917724762,-87.760195385
37,Fuller Park,41.906535632,-87.763326205
37,Fuller Park,41.908130765,-87.733830549
37,Fuller Park,41.897765897,-87.72861986
37,Fuller Park,41.917987576,-87.758422035
37,Fuller Park,41.917682518,-87.759978982
37,Fuller Park,41.907694483,-87.755248498
37,Fuller Park,41.914994512,-87.755866008
37,Fuller Park,41.912653308,-87.749281327
37,Fuller Park,41.924065654,-87.759440461
37,Fuller Park,41.910442238,-87.753768867
37,Fuller Park,41.907620597,-87.761318074
37,Fuller Park,41.898842522,-87.736657616
37,Fuller Park,41.90231481,-87.749632689
37,Fuller Park,41.922517431,-87.773237495
37,Fuller Park,41.904709279,-87.759731392
37,Fuller Park,41.911775572,-87.756967805
37,Fuller Park,41.897894893,-87.760743714
37,Fuller Park,41.898532573,-87.76149836
37,Fuller Park,41.908153686,-87.735068372
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.895913292,-87.751953553
37,Fuller Park,41.905974493,-87.747255611
37,Fuller Park,41.90844653,-87.746079452
37,Fuller Park,41.905330655,-87.72945217
37,Fuller Park,41.902285227,-87.752457779
37,Fuller Park,41.909664252,-87.742728815
37,Fuller Park,41.908339318,-87.754691623
37,Fuller Park,41.895697869,-87.754398046
37,Fuller Park,41.90690686,-87.746049479
37,Fuller Park,41.893727596,-87.762088481
37,Fuller Park,41.901463943,-87.72995879
37,Fuller Park,41.898880405,-87.734446014
37,Fuller Park,41.894860447,-87.764194002
37,Fuller Park,41.89913742,-87.750800314
37,Fuller Park,41.911276392,-87.760311856
37,Fuller Park,41.909605035,-87.747777145
37,Fuller Park,41.922966363,-87.758572094
37,Fuller Park,41.909636288,-87.745300725
37,Fuller Park,41.921054636,-87.760970291
37,Fuller Park,41.894908283,-87.758371958
37,Fuller Park,41.897972585,-87.763674171
37,Fuller Park,41.920961318,-87.76096745
37,Fuller Park,41.89717925,-87.727696106
38,Grand Boulevard,41.943906217,-87.779519668
38,Grand Boulevard,41.95858647,-87.772465859
38,Grand Boulevard,41.952416375,-87.776751316
38,Grand Boulevard,41.949080329,-87.797715476
38,Grand Boulevard,41.952063948,-87.779915937
38,Grand Boulevard,,
38,Grand Boulevard,,
38,Grand Boulevard,41.946924441,-87.786301372
38,Grand Boulevard,41.941544867,-87.748267914
38,Grand Boulevard,41.940876562,-87.766578425
38,Grand Boulevard,,
38,Grand Boulevard,41.945869435,-87.767364953
38,Grand Boulevard,41.944011731,-87.770182315
38,Grand Boulevard,41.964686359,-87.783711637
38,Grand Boulevard,41.953856449,-87.774360201
38,Grand Boulevard,41.945040146,-87.760616126
38,Grand Boulevard,41.963280571,-87.779557823
38,Grand Boulevard,41.940482118,-87.760090879
38,Grand Boulevard,41.948979271,-87.757011425
38,Grand Boulevard,41.956882017,-87.762936603
38,Grand Boulevard,41.940725972,-87.761665516
38,Grand Boulevard,41.945040146,-87.760616126
38,Grand Boulevard,41.960262061,-87.783580531
38,Grand Boulevard,41.942340471,-87.776364792
38,Grand Boulevard,41.938534268,-87.769624061
38,Grand Boulevard,41.944870277,-87.775159162
38,Grand Boulevard,41.965346442,-87.777179305
38,Grand Boulevard,41.949790029,-87.74588026
38,Grand Boulevard,41.955841635,-87.769537743
38,Grand Boulevard,,
38,Grand Boulevard,41.953704492,-87.779243683
38,Grand Boulevard,41.943317952,-87.75265522
38,Grand Boulevard,41.940387355,-87.767542077
38,Grand Boulevard,41.93856642,-87.767234734
38,Grand Boulevard,41.956876031,-87.763388866
38,Grand Boulevard,41.95630943,-87.787982151
38,Grand Boulevard,41.954073681,-87.736819187
38,Grand Boulevard,,
38,Grand Boulevard,41.948434525,-87.782443346
38,Grand Boulevard,41.952750137,-87.802019072
38,Grand Boulevard,41.951699789,-87.797443564
38,Grand Boulevard,41.946674642,-87.777146797
38,Grand Boulevard,41.950690132,-87.739479179
38,Grand Boulevard,41.953550367,-87.735923371
38,Grand Boulevard,41.953552346,-87.7357763
38,Grand Boulevard,41.947608928,-87.775142624
38,Grand Boulevard,41.959530708,-87.770269969
38,Grand Boulevard,41.946109893,-87.748001948
38,Grand Boulevard,41.953956137,-87.776804093
38,Grand Boulevard,41.938520053,-87.770642285
38,Grand Boulevard,41.954168271,-87.76078808
38,Grand Boulevard,41.952897791,-87.787860507
38,Grand Boulevard,,
38,Grand Boulevard,41.959312809,-87.774536794
38,Grand Boulevard,41.940629557,-87.766573262
38,Grand Boulevard,41.939566157,-87.760213023
38,Grand Boulevard,41.949686654,-87.762930909
38,Grand Boulevard,41.947960096,-87.745433887
38,Grand Boulevard,41.950452527,-87.765192255
38,Grand Boulevard,41.946695427,-87.775209408
38,Grand Boulevard,41.951459066,-87.762859964
38,Grand Boulevard,41.938520053,-87.770642285
38,Grand Boulevard,41.965346442,-87.777179305
38,Grand Boulevard,41.954169823,-87.740546105
38,Grand Boulevard,41.947085078,-87.766799134
38,Grand Boulevard,41.940801302,-87.764123805
38,Grand Boulevard,41.964084399,-87.771042475
38,Grand Boulevard,41.961774508,-87.76728305
38,Grand Boulevard,41.953638207,-87.778020044
38,Grand Boulevard,41.963268451,-87.784462874
38,Grand Boulevard,41.964084272,-87.771016738
38,Grand Boulevard,41.956267735,-87.738151666
38,Grand Boulevard,,
38,Grand Boulevard,41.960229836,-87.786025811
38,Grand Boulevard,41.940475756,-87.760465843
38,Grand Boulevard,41.941553389,-87.74778633
38,Grand Boulevard,41.958735992,-87.760508214
38,Grand Boulevard,41.960532426,-87.76305847
38,Grand Boulevard,41.964935783,-87.775682675
38,Grand Boulevard,41.949789634,-87.745803066
38,Grand Boulevard,41.957284527,-87.77447363
38,Grand Boulevard,,
38,Grand Boulevard,41.952901742,-87.787536961
38,Grand Boulevard,41.946237139,-87.738057503
38,Grand Boulevard,41.939566157,-87.760213023
38,Grand Boulevard,41.947662197,-87.770315606
38,Grand Boulevard,41.952193282,-87.770393372
38,Grand Boulevard,41.949434778,-87.740299567
38,Grand Boulevard,41.964970189,-87.773167328
38,Grand Boulevard,41.947690639,-87.76772747
38,Grand Boulevard,,
38,Grand Boulevard,41.95119653,-87.777592744
38,Grand Boulevard,41.949541101,-87.807155477
38,Grand Boulevard,41.965910155,-87.78196924
38,Grand Boulevard,41.954437923,-87.739323069
38,Grand Boulevard,41.952901742,-87.787536961
38,Grand Boulevard,,
38,Grand Boulevard,41.945961953,-87.76001606
38,Grand Boulevard,41.957276953,-87.797639492
38,Grand Boulevard,41.959060125,-87.781870199
38,Grand Boulevard,41.953664334,-87.76209033
38,Grand Boulevard,41.94943413,-87.809567864
38,Grand Boulevard,41.949791833,-87.745696439
38,Grand Boulevard,41.952195053,-87.77019484
38,Grand Boulevard,41.951568512,-87.794606638
38,Grand Boulevard,41.94231144,-87.759876007
38,Grand Boulevard,41.942454783,-87.766637963
38,Grand Boulevard,41.957625129,-87.768371264
38,Grand Boulevard,41.94989121,-87.798590952
38,Grand Boulevard,41.943529521,-87.764217163
38,Grand Boulevard,41.949688394,-87.762728708
38,Grand Boulevard,41.951350883,-87.76539382
38,Grand Boulevard,41.938804329,-87.766508564
38,Grand Boulevard,41.947575435,-87.777855781
38,Grand Boulevard,41.947639505,-87.772407434
38,Grand Boulevard,41.946143211,-87.745928445
38,Grand Boulevard,41.949578128,-87.79736208
38,Grand Boulevard,41.950022945,-87.798593527
38,Grand Boulevard,41.960409969,-87.772740328
38,Grand Boulevard,41.951699789,-87.797443564
38,Grand Boulevard,41.964264177,-87.774703114
38,Grand Boulevard,41.956852703,-87.76532659
38,Grand Boulevard,41.946542477,-87.736084376
38,Grand Boulevard,41.943246934,-87.758173118
38,Grand Boulevard,41.940509891,-87.75796248
38,Grand Boulevard,41.960328849,-87.778638469
38,Grand Boulevard,41.946542477,-87.736084376
38,Grand Boulevard,41.961122008,-87.775822555
38,Grand Boulevard,41.946542477,-87.736084376
38,Grand Boulevard,41.951629342,-87.744407597
38,Grand Boulevard,41.953285753,-87.758266686
38,Grand Boulevard,41.953285753,-87.758266686
